,true_labels,lda_res_predict,probability
8295,0,0,0.22541572160248635
8292,0,0,0.34105812801875374
8139,0,0,0.22792789091989332
8277,0,0,0.4928253960569326
8265,0,0,0.12783874542241525
8266,0,0,0.49563093244025574
8267,0,0,0.29174468052008923
8268,0,1,0.532724510590408
8269,0,0,0.33092991323111043
8270,0,1,0.5864625659734499
8271,0,0,0.15445634116145696
8272,0,1,0.6939081518302522
8273,0,0,0.4952935049924419
8274,0,1,0.521914859934601
8275,0,1,0.6939081518302522
8276,0,0,0.25934081565573663
8278,0,0,0.27698319085763495
8291,0,0,0.14424942488809084
8279,0,0,0.41663128938256566
8280,0,0,0.12276865070396567
8281,0,0,0.1403822182913133
8282,0,0,0.4141420650129485
8283,0,1,0.5624634683304344
8284,0,1,0.6395480433876543
8285,0,0,0.23185390802142772
8286,0,1,0.6688576572761851
8287,0,1,0.5692288318592756
8288,0,0,0.1825662949834161
8289,0,0,0.22527134742935284
8290,0,1,0.5084616938712584
8323,0,0,0.1811472679921806
8324,0,1,0.6854247884021741
8325,0,0,0.3303944913496109
8373,0,0,0.39504473724328093
8360,0,0,0.1710090436892122
8361,0,1,0.6743468318827505
8363,0,0,0.32571676772200914
8364,0,0,0.36733616840602823
8365,0,0,0.4680232239525143
8366,0,1,0.734357816197477
8367,0,0,0.48574010130484513
8368,0,1,0.6480132050232965
8369,0,0,0.2332616355052428
8370,0,0,0.4832210887527294
8371,0,0,0.15347566441537489
8372,0,0,0.49023108174184993
8374,0,0,0.34288662431045475
8326,0,0,0.15227251916097556
8375,0,0,0.25587427607458374
8376,0,1,0.7136976174420555
8377,0,1,0.7300139771366354
8378,0,0,0.3269902277784318
8379,0,0,0.323874389985584
8380,0,0,0.16393059004742092
8381,0,1,0.7525482383636345
8383,0,1,0.7377891073741444
8384,0,0,0.40231689196943504
8385,0,0,0.11086567591504644
8386,0,0,0.1641185883017394
8387,0,0,0.2339821193351096
8359,0,0,0.14468642807935572
8358,0,0,0.2904217662990032
8357,0,0,0.15301490445530253
8356,0,1,0.7506169762132916
8327,0,1,0.6088770470792539
8328,0,0,0.37131040252722
8329,0,1,0.6101175960052333
8330,0,0,0.1367860478130918
8331,0,0,0.08566320560724362
8333,0,1,0.5567221486728928
8335,0,1,0.627656326561165
8336,0,0,0.45885663220688516
8338,0,0,0.374371133996777
8339,0,0,0.17697954348201653
8340,0,0,0.33100980429531146
8341,0,0,0.22646110478196624
8342,0,1,0.5539119860410631
8343,0,1,0.6825381713393152
8345,0,0,0.2910745046424586
8346,0,0,0.08561747262160124
8347,0,0,0.39179592022580506
8348,0,0,0.3084793443503327
8349,0,0,0.27798961934939853
8350,0,0,0.11134983551168262
8351,0,0,0.4406939486948321
8352,0,1,0.7514213815916416
8353,0,1,0.5519406780328137
8354,0,0,0.2732300932101241
8355,0,1,0.7406098449854864
8263,0,1,0.5611874065900844
8262,0,0,0.11895148666072121
8261,0,0,0.2826924988601917
8184,0,0,0.11161934026398365
8170,0,0,0.2760822775972678
8171,0,0,0.34798772184553933
8172,0,0,0.21086241778394627
8173,0,1,0.6162918059519699
8174,0,1,0.5969904797253419
8176,0,0,0.1013222237026109
8177,0,0,0.4480029092868053
8179,0,0,0.12097851198648779
8180,0,0,0.12432836030758386
8181,0,0,0.46205255371423776
8182,0,0,0.4600611535159654
8183,0,0,0.09384000774181889
8185,0,1,0.7059474241371335
8199,0,0,0.29553257748991435
8186,0,0,0.26549647359855416
8187,0,0,0.17356851588848807
8188,0,1,0.5581886994543039
8189,0,1,0.6566461928400851
8190,0,1,0.6620149145215934
8191,0,0,0.2759052724174267
8192,0,1,0.836112207071869
8193,0,1,0.5524131569719262
8194,0,1,0.7090441091897657
8195,0,1,0.6797343039912456
8196,0,0,0.19225490385174987
8197,0,0,0.47810443973670014
8169,0,0,0.26401771997649076
8168,0,1,0.7154607704019903
8167,0,1,0.7258603616338133
8166,0,0,0.2552729471793164
8140,0,0,0.16937757644390264
8141,0,0,0.19564580054635083
8142,0,0,0.403114432825882
8143,0,0,0.11225517943626862
8144,0,0,0.18583829495731652
8145,0,0,0.145818194317413
8146,0,0,0.08245345218363577
8147,0,1,0.5081119101362871
8148,0,0,0.22237905171569947
8149,0,1,0.6178395304020506
8150,0,1,0.6796981782183957
8151,0,1,0.8138507569222728
8152,0,0,0.15093368979409386
8153,0,0,0.1475064698432419
8154,0,1,0.6316230920199313
8155,0,0,0.26262208389135466
8156,0,1,0.7316140319226129
8157,0,0,0.309383619610874
8158,0,1,0.6528566225905736
8159,0,0,0.2908924577665186
8160,0,0,0.2396311892252052
8161,0,0,0.23679033496053933
8162,0,0,0.3362365264741434
8163,0,1,0.5402753720701121
8164,0,0,0.24498678961501866
8198,0,0,0.4600611535159654
8200,0,0,0.49254279789381544
8259,0,0,0.21119825543988424
8245,0,0,0.26889872374668755
8232,0,0,0.09534744018203635
8233,0,1,0.7533515925964918
8234,0,0,0.2880988462506577
8235,0,1,0.5022509294679757
8236,0,1,0.5541325907880679
8237,0,0,0.23566027222695632
8239,0,0,0.30644103427533065
8240,0,1,0.7985148849572256
8241,0,0,0.183898899789948
8242,0,0,0.21096444307368925
8243,0,0,0.0739403124871955
8244,0,0,0.3768918966805515
8246,0,1,0.6877798781617014
8201,0,1,0.9068692119300484
8247,0,1,0.6062223957858213
8248,0,0,0.21406420050510014
8249,0,0,0.3970263298608701
8250,0,0,0.44077862363172793
8251,0,0,0.40847680383092055
8252,0,0,0.23256665297563273
8253,0,1,0.6024195642628445
8254,0,0,0.08420924855122469
8255,0,0,0.29139313406207684
8256,0,1,0.7588907500896261
8257,0,0,0.4322004762553485
8258,0,0,0.10834234679989395
8231,0,0,0.12668958964299903
8230,0,1,0.6540394016861266
8229,0,0,0.4008934270611586
8228,0,1,0.5246845466353395
8202,0,0,0.4578369762761326
8203,0,1,0.5611874065900844
8204,0,0,0.32079899340523765
8205,0,0,0.16918942167443538
8206,0,0,0.2383734093996735
8207,0,1,0.7670700039289601
8208,0,1,0.6401442688162834
8209,0,0,0.29730800602776003
8210,0,1,0.8555167636323404
8211,0,1,0.6385576974589583
8212,0,1,0.8620877510690196
8213,0,1,0.7465023026092584
8214,0,0,0.2804073150346763
8215,0,0,0.3796190808659842
8216,0,1,0.8436707585631086
8218,0,0,0.10138280563469027
8219,0,0,0.19787143158828668
8220,0,0,0.481348745552919
8221,0,0,0.1825662949834161
8222,0,1,0.5418208029140643
8223,0,0,0.2662792467630447
8224,0,0,0.2872625785658829
8225,0,1,0.8459760719500389
8226,0,1,0.6471990948876485
8227,0,0,0.29345128470706844
8789,0,0,0.19888758239175777
5822,0,0,0.24500919428810158
8790,0,0,0.4486218422909476
9506,0,0,0.17733407047382632
9475,0,0,0.09390001247697166
9476,0,1,0.6972772992297919
9477,0,0,0.2024453332152866
9478,0,0,0.221054088359862
9480,0,0,0.16995507907636043
9481,0,0,0.10763804166150634
9482,0,0,0.34264261803994606
9483,0,1,0.7760463903709881
9484,0,1,0.5429613498872728
9486,0,0,0.05294869864838374
9487,0,0,0.2613195749983139
9488,0,0,0.12701561571285536
9489,0,0,0.4145618572347907
9490,0,0,0.16302911401765424
9491,0,0,0.3750179976348414
9492,0,0,0.14922998351001604
9493,0,1,0.6906838067686651
9494,0,1,0.7465358237596182
9495,0,0,0.13714225666454288
9496,0,0,0.29569864180035826
9498,0,0,0.33417827442339265
9499,0,1,0.7597345018514668
9500,0,0,0.4290779482733538
9501,0,0,0.10350429476572107
9502,0,0,0.30051265881224665
9503,0,1,0.5138359619683774
9504,0,0,0.1895506522433371
9474,0,0,0.11685663985432306
9473,0,0,0.49665303714311554
9472,0,0,0.1287725883934682
9456,0,0,0.16655639764570868
9443,0,0,0.45153393499619404
9444,0,1,0.5362924831010734
9445,0,1,0.6052102348777524
9446,0,0,0.12425756580581265
9447,0,1,0.6225150710611267
9449,0,1,0.6113484242093138
9450,0,0,0.4647237121072083
9451,0,0,0.3398842113360837
9452,0,0,0.3887832348624084
9453,0,1,0.5695493406438447
9454,0,0,0.1901650348301019
9455,0,1,0.583035456417958
9457,0,1,0.7902666243613035
9470,0,1,0.6271012260380461
9458,0,0,0.07107554713848478
9459,0,0,0.16023255608461065
9460,0,1,0.6251353393994512
9461,0,0,0.24578588425467465
9462,0,0,0.26113736175967994
9463,0,0,0.4476246351596548
9464,0,1,0.6972544995372852
9465,0,0,0.21300323333562002
9466,0,1,0.7209992453596744
9467,0,0,0.2739954066534879
9468,0,0,0.21521442057561424
9469,0,0,0.20152373941792598
9505,0,0,0.22646110478196624
9507,0,0,0.1985776348459007
9441,0,0,0.21899233953266667
9508,0,0,0.11023701398239084
9539,0,0,0.4045836540112892
9540,0,1,0.6829904419051169
9541,0,0,0.20069374414651092
9542,0,0,0.3736754723652235
9543,0,0,0.27931566825570253
9544,0,1,0.6324167720608806
9545,0,0,0.22992505493506443
9546,0,0,0.33777201408849183
9547,0,1,0.7197809760407204
9549,0,0,0.18922504805966253
9550,0,1,0.7414174439436366
9551,0,0,0.3313374355586462
9552,0,1,0.6649905662193691
9553,0,0,0.36186457341599043
9554,0,0,0.19326312901644516
9555,0,0,0.28365282567748884
9556,0,0,0.3446847614908427
9557,0,1,0.7271282231688123
9558,0,1,0.5930995954436293
9559,0,0,0.3197581146919759
9560,0,0,0.1331357846280753
9561,0,0,0.14497210413386155
9562,0,0,0.14451369882077741
9563,0,0,0.04941899992174023
9564,0,1,0.6808157756662664
9565,0,0,0.21573721754224798
9566,0,0,0.4154843278398834
9538,0,1,0.8213316846174084
9537,0,0,0.2523088318242247
9536,0,0,0.22899278135834955
9521,0,0,0.16319811303975393
9509,0,0,0.07409520838734174
9510,0,0,0.37301369244421906
9511,0,0,0.23470834840252114
9512,0,0,0.10302905759938992
9513,0,0,0.45386407089285075
9514,0,0,0.3886125730991424
9515,0,1,0.6480132050232965
9516,0,1,0.6851539161873605
9517,0,0,0.1954728959932734
9518,0,0,0.20839583213068597
9519,0,0,0.4543267400927183
9520,0,1,0.6485592018130973
9522,0,0,0.41606978986131776
9535,0,0,0.23766290859289282
9523,0,1,0.5173234147591294
9524,0,1,0.6332904268828448
9525,0,1,0.5484880238625592
9526,0,1,0.8682344169885432
9527,0,0,0.24099617907368115
9528,0,0,0.20697045659368946
9529,0,0,0.3359140359721053
9530,0,0,0.28394367444016794
9531,0,1,0.7160298461259025
9532,0,0,0.13351920988520188
9533,0,0,0.1421536753223142
9534,0,1,0.7040545602136578
9442,0,0,0.14925201008511266
9440,0,0,0.292778541110298
8791,0,0,0.22148296655507352
9373,0,0,0.2703708419108056
9344,0,0,0.10003876556332772
9345,0,0,0.19719410314778257
9346,0,1,0.5539119860410631
9347,0,1,0.6597282646001044
9348,0,1,0.5926397114721601
9349,0,1,0.6606476122553827
9350,0,0,0.25153313888847695
9351,0,0,0.11499196043572954
9352,0,1,0.5956878406355288
9353,0,0,0.3401655007447058
9354,0,0,0.16885500308263765
9355,0,1,0.7291485249115981
9356,0,0,0.15475661788366882
9357,0,0,0.2571782920691202
9358,0,0,0.3740401951508564
9359,0,0,0.10796409845745567
9360,0,0,0.31382294573469266
9361,0,1,0.6493487711274933
9362,0,0,0.12702572377971857
9363,0,1,0.6672763764345765
9364,0,0,0.19741396684417578
9365,0,1,0.7272725564197149
9367,0,0,0.15066736803438113
9368,0,0,0.24985520505832295
9369,0,0,0.20855272732294788
9370,0,0,0.4095796328400935
9371,0,0,0.41553561519647775
9343,0,1,0.7720612063734751
9342,0,1,0.7609157050406641
9341,0,0,0.4459860896041088
9326,0,1,0.5290069500388845
9312,0,0,0.4878927626214653
9313,0,1,0.8057772790205938
9314,0,1,0.6478393400601784
9315,0,0,0.19061581177980405
9317,0,1,0.6564160674388648
9318,0,1,0.6119443369306613
9319,0,0,0.4570603865754651
9320,0,1,0.6250261688900333
9322,0,0,0.39950603927080053
9323,0,0,0.37795286761288693
9324,0,0,0.2287711151961423
9325,0,1,0.5179283563514159
9327,0,0,0.2951058780927571
9340,0,1,0.8148558784927107
9328,0,0,0.2232952912151094
9329,0,1,0.5943623087879631
9330,0,1,0.5855605813920551
9331,0,1,0.573639836593728
9332,0,0,0.18193283240274666
9333,0,1,0.7727139420560537
9334,0,0,0.4913022115186904
9335,0,0,0.37649833543297195
9336,0,1,0.6585149175783714
9337,0,0,0.2646109070081768
9338,0,0,0.2101877953148043
9339,0,0,0.10220418603521857
9372,0,0,0.09195180673468777
9374,0,0,0.3815878057194161
9439,0,0,0.12494839380816464
9375,0,0,0.05160804593814429
9409,0,1,0.6807111950616281
9410,0,1,0.6862945113435907
9411,0,0,0.4640038851594892
9412,0,1,0.6378411557558654
9413,0,0,0.3076065026861098
9414,0,0,0.2154135573505973
9415,0,1,0.6789767160307427
9416,0,1,0.5200563709934389
9417,0,0,0.40341439903224
9418,0,0,0.4936137920944832
9419,0,0,0.32614569246737485
9420,0,0,0.11257838423963859
9421,0,0,0.25514331419784597
9422,0,0,0.18948727582601912
9423,0,1,0.5806475956476975
9424,0,1,0.6312597059312243
9426,0,1,0.7879408122928383
9427,0,0,0.24719960492913776
9428,0,0,0.49046895477532226
9429,0,0,0.3145142835174362
9430,0,1,0.8779046286471571
9432,0,0,0.11077168124481768
9433,0,0,0.3293307462413816
9434,0,0,0.24651783350151366
9435,0,1,0.5503515288594905
9436,0,1,0.6126043336227184
9438,0,0,0.16238024888534783
9408,0,0,0.45945708991118356
9407,0,0,0.4796350534631383
9406,0,0,0.17986754155018667
9388,0,0,0.34715112882902377
9376,0,0,0.14730291725350705
9377,0,0,0.32557267434019116
9378,0,0,0.15726407266200873
9379,0,1,0.6861377495281374
9380,0,0,0.16557259621558226
9381,0,1,0.5221012092053667
9382,0,0,0.48108608313746226
9383,0,0,0.11677161512664648
9384,0,0,0.2831291415544508
9385,0,0,0.28473046385202877
9386,0,1,0.7273082087830086
9387,0,0,0.1925305210681069
9389,0,1,0.6838436264109146
9405,0,1,0.6141854147114094
9391,0,1,0.5819620245787287
9392,0,1,0.5072458728026173
9393,0,0,0.11295256979145336
9394,0,0,0.2603514298081306
9395,0,0,0.214828557159826
9396,0,0,0.18337938273615198
9397,0,1,0.6113228040292382
9399,0,0,0.26268563065071515
9401,0,0,0.4858352094450209
9402,0,0,0.27190805416396907
9403,0,0,0.28426714263216196
9404,0,0,0.23042481667894085
9567,0,1,0.5136250303226393
9568,0,1,0.7574140089875813
9569,0,0,0.41185608039409405
9758,0,1,0.6272456524422679
9729,0,0,0.07366612342312519
9730,0,0,0.20215806484985643
9731,0,1,0.5429023338376074
9732,0,1,0.7776805183919483
9733,0,1,0.6645576637400378
9734,0,0,0.41064820405519753
9735,0,1,0.8083092024945906
9736,0,1,0.679400509283882
9737,0,1,0.8204460072577504
9738,0,0,0.2496441944742985
9739,0,0,0.28269201340543204
9740,0,1,0.8164121723319133
9741,0,0,0.47340596499993476
9742,0,0,0.2164417877150466
9743,0,1,0.866460527416329
9744,0,1,0.7085089618387579
9745,0,0,0.12044488757139624
9746,0,0,0.12576725902851782
9747,0,0,0.2199734458706092
9748,0,0,0.18031733142300707
9749,0,0,0.4784358031793456
9750,0,0,0.09658468825419228
9751,0,0,0.3944041472761487
9752,0,0,0.45101292140841875
9753,0,0,0.22247405048026478
9754,0,0,0.37253927071229787
9755,0,1,0.7096394158707224
9728,0,1,0.5943661968846131
9727,0,0,0.13137909805192421
9726,0,1,0.6679616023260032
9709,0,1,0.6486714372975568
9696,0,0,0.1498234815641783
9697,0,1,0.5103884267086592
9698,0,0,0.4731373679689545
9699,0,0,0.34871456357709923
9700,0,0,0.20816818501555814
9701,0,0,0.33680174650889444
9702,0,1,0.5059168800377687
9704,0,1,0.7806651036302737
9705,0,0,0.19674488814228133
9706,0,1,0.5898532431662807
9707,0,1,0.722623834009938
9708,0,0,0.10236813280234541
9710,0,0,0.39643621778047233
9725,0,0,0.3145673237259685
9711,0,1,0.6366227968001653
9712,0,0,0.16882106325424417
9714,0,1,0.5375808250973055
9715,0,0,0.37995480939974513
9716,0,1,0.7845235689299412
9717,0,0,0.11764537841080729
9719,0,1,0.6910778690278104
9720,0,0,0.08270196446727279
9721,0,1,0.5225642937018009
9722,0,0,0.3145673237259685
9723,0,0,0.1936588717562812
9724,0,1,0.6343913340729246
9757,0,0,0.287117856145138
9759,0,0,0.4954861918917855
9570,0,0,0.2550751881334663
9760,0,1,0.6125617561555414
9792,0,0,0.16959043547761266
9793,0,0,0.4194066361437934
9794,0,0,0.16811572818087286
9795,0,1,0.7964742596920612
9796,0,1,0.7257613741621104
9797,0,1,0.5574154110556973
9798,0,0,0.15464482433555823
9799,0,0,0.42268929206802747
9800,0,0,0.4764852204997611
9801,0,0,0.0681289643649803
9802,0,1,0.5702793532661324
9803,0,0,0.20291312546157575
9804,0,0,0.24176564432177136
9805,0,1,0.7891074884650897
9806,0,0,0.09365269901654484
9807,0,0,0.23824773176917705
9808,0,1,0.8664681802094831
9809,0,0,0.08759403464692815
9811,0,0,0.40550268891099495
9812,0,0,0.13286110549125726
9813,0,0,0.418675581422097
9814,0,1,0.6108036020172339
9815,0,1,0.5730281913556987
9816,0,1,0.7609157050406641
9817,0,1,0.5831683495425463
9819,0,1,0.5818504358444295
9820,0,1,0.5707411720731815
9791,0,1,0.6396452637875125
9790,0,0,0.27894980774525985
9789,0,0,0.3173748693487406
9774,0,0,0.420837983497526
9761,0,1,0.6273061285265229
9762,0,0,0.14952437250332734
9763,0,1,0.7533427492427404
9765,0,1,0.7796195931993141
9766,0,0,0.11330956352789548
9767,0,0,0.2579080464392557
9768,0,0,0.17334964446285753
9769,0,0,0.47297421390018224
9770,0,0,0.22737626163350788
9771,0,1,0.7728296916978974
9772,0,0,0.24777471518234115
9773,0,0,0.18764861390414203
9775,0,0,0.2714109690541536
9788,0,0,0.06765143688937703
9776,0,0,0.47160910695451363
9777,0,0,0.29004580336222663
9778,0,1,0.7230614701018482
9779,0,0,0.23574256427806914
9780,0,1,0.5539119860410631
9781,0,0,0.18657083379883407
9782,0,1,0.7731876679077522
9783,0,1,0.5317265482508652
9784,0,0,0.31955296326937493
9785,0,0,0.16969784971035118
9786,0,0,0.48631466080213515
9787,0,1,0.5719806431095485
9695,0,0,0.30748757668412324
9694,0,1,0.5441482364105501
9693,0,1,0.7595585582579221
9692,0,0,0.14029914844494892
9604,0,1,0.6143246995746197
9605,0,1,0.797826837696872
9606,0,1,0.6652224968526943
9607,0,0,0.21236138684164566
9608,0,0,0.23017714016133092
9609,0,0,0.29569864180035826
9610,0,1,0.7237773962796866
9611,0,0,0.48610845281607784
9612,0,0,0.14428648119855492
9613,0,1,0.6844317360331154
9614,0,0,0.11547757260208327
9615,0,1,0.8263664064714589
9616,0,1,0.7274225431350257
9617,0,0,0.17757014910133959
9618,0,0,0.1513196745558766
9619,0,1,0.6970743335975577
9620,0,0,0.3172638912605624
9621,0,1,0.6046566748027149
9622,0,1,0.7439451537221935
9624,0,0,0.4564588391218422
9625,0,0,0.07675942413339591
9626,0,0,0.14858539409348734
9627,0,0,0.44254687281670363
9628,0,0,0.44159694686209144
9629,0,1,0.6544791058268908
9630,0,1,0.5864265584368878
9631,0,1,0.8017810235321109
9603,0,0,0.16629433218243023
9602,0,0,0.43361939441699765
9601,0,0,0.15178013734792936
9585,0,1,0.5284895558505971
9571,0,0,0.03421541840343664
9572,0,0,0.13269057480298316
9573,0,1,0.5279729717168817
9574,0,1,0.6757373530354648
9575,0,0,0.16272438485251572
9576,0,0,0.3566178368426684
9577,0,1,0.6750828711470861
9579,0,0,0.2994887264620543
9580,0,0,0.16772451351506615
9582,0,0,0.10814825856730353
9583,0,0,0.08000807278725294
9584,0,0,0.26893870440823087
9586,0,1,0.5865068122841525
9600,0,0,0.438329341324121
9587,0,0,0.1275352126250512
9588,0,0,0.11926472888012518
9589,0,0,0.16728153013781916
9590,0,0,0.31424125342094916
9591,0,1,0.510106594864479
9592,0,1,0.6466911881346
9593,0,1,0.5118884995695726
9594,0,1,0.8707954628450204
9595,0,0,0.3715232183367844
9596,0,0,0.3601630973744069
9598,0,0,0.30096846693806484
9599,0,0,0.41606978986131776
9632,0,1,0.8143428795795286
9633,0,0,0.18188206333608115
9634,0,1,0.7109548533877549
9678,0,0,0.3405013775434067
9666,0,1,0.5718716735581466
9667,0,0,0.48177045289364295
9668,0,0,0.14530117571809856
9669,0,0,0.17854347722668729
9670,0,0,0.2419900457784684
9671,0,0,0.1820458905475504
9672,0,0,0.1408180452185062
9673,0,1,0.6871483994666107
9674,0,1,0.618373928143326
9675,0,0,0.16216576857326903
9676,0,0,0.17438413638342182
9677,0,0,0.38354156242889864
9679,0,0,0.11134983551168262
9664,0,1,0.8148558784927107
9680,0,0,0.36827329465763786
9681,0,1,0.5842392181461841
9682,0,1,0.5548031071208672
9683,0,0,0.1775420094354123
9684,0,1,0.8028065562702915
9685,0,1,0.5533609430470493
9686,0,0,0.4800672552630961
9687,0,1,0.6718435790589107
9688,0,1,0.6971703111569364
9689,0,0,0.4819385338636639
9690,0,0,0.11368764257437046
9691,0,1,0.5389005735006682
9665,0,0,0.17681766538398594
9663,0,0,0.397394010244124
9635,0,0,0.0680550104948872
9648,0,1,0.7153020651954693
9636,0,1,0.5518736553087275
9637,0,0,0.29201156280458695
9638,0,0,0.21966312851747502
9639,0,0,0.17906859240368292
9640,0,1,0.5685230781033221
9641,0,1,0.5450365937947523
9642,0,1,0.5829682763930049
9643,0,0,0.15143241770181337
9644,0,0,0.3688340130932711
9645,0,0,0.42335073256670025
9646,0,0,0.4793232572735291
9647,0,0,0.22131484286275566
9649,0,0,0.4508238828248863
9662,0,1,0.7431699801365437
9650,0,1,0.6211615044070705
9651,0,0,0.14422701582378214
9652,0,0,0.27677983917179433
9653,0,1,0.8121328648051379
9654,0,1,0.6827496709485792
9655,0,1,0.5665690224666212
9656,0,0,0.22795390385452471
9657,0,0,0.4393688430837187
9658,0,1,0.8176376673181837
9659,0,0,0.16962843058146965
9660,0,1,0.7861416685152587
9661,0,1,0.6989244788644391
9311,0,0,0.2658238354383078
9310,0,0,0.1805917926220358
9309,0,0,0.16807230352289926
8986,0,0,0.08279801344591876
8958,0,1,0.6986959902366771
8959,0,0,0.3631855687587469
8960,0,0,0.4914043081518032
8961,0,0,0.1839602049263801
8962,0,1,0.6086021403546087
8963,0,1,0.6024590849881258
8964,0,0,0.09259095601060116
8965,0,1,0.7832135053996269
8966,0,1,0.6829595248338198
8967,0,0,0.2426575700715778
8968,0,0,0.4826567431946827
8969,0,1,0.8662999968140801
8970,0,1,0.5813254105784044
8971,0,0,0.1875550872512912
8972,0,1,0.6525712671245358
8973,0,1,0.5820270806851827
8974,0,0,0.4680536990820296
8975,0,1,0.66272066815278
8976,0,0,0.49915620035802566
8977,0,0,0.18711032784684778
8978,0,1,0.609567795397983
8979,0,0,0.20069374414651092
8980,0,0,0.20083142415145802
8981,0,0,0.13213492792419632
8982,0,0,0.2304419093290738
8983,0,0,0.31554152219308923
8984,0,1,0.6572900899834115
8957,0,0,0.2854199660585963
8955,0,0,0.2450662550829355
8954,0,0,0.11675605889083145
8938,0,0,0.25154125184316395
8925,0,0,0.30196107759517965
8926,0,0,0.16726604910869858
8927,0,0,0.4063773007662248
8928,0,0,0.16398453371316077
8929,0,0,0.20888230167925698
8931,0,0,0.19244224977303928
8932,0,1,0.64911214326362
8933,0,1,0.6962068794593664
8934,0,0,0.1335531663687581
8935,0,0,0.46274957703785496
8936,0,0,0.43361939441699765
8937,0,0,0.04956264496925118
8939,0,0,0.22913852047543468
8953,0,1,0.5426937855090889
8940,0,0,0.4348573586650042
8941,0,0,0.49679627782318175
8942,0,1,0.7088045898761959
8943,0,1,0.6482109524736247
8944,0,0,0.2208757464900727
8945,0,0,0.25677406889031157
8946,0,1,0.6613640379637011
8948,0,0,0.34955738283984383
8949,0,0,0.1542647948059884
8950,0,0,0.4455677535307866
8951,0,0,0.20322309686645212
8952,0,0,0.3985604898172949
8985,0,0,0.22548163798164175
8987,0,0,0.4002920086071155
9048,0,0,0.48709681495334434
8988,0,0,0.2172954885762266
9019,0,1,0.6089979248843886
9020,0,1,0.7705926323214092
9021,0,0,0.09969789924168958
9022,0,1,0.6446238852545956
9023,0,0,0.44974771829686727
9024,0,0,0.21528883613443997
9025,0,1,0.7607178990058134
9026,0,0,0.21236138684164566
9027,0,1,0.5567759575936971
9028,0,1,0.6572058688250432
9029,0,1,0.6700806235437893
9030,0,0,0.18776990153242326
9031,0,1,0.6151689921325879
9032,0,0,0.1510113044407149
9033,0,1,0.7036846702087346
9034,0,0,0.1905371706498548
9035,0,0,0.10483390484497546
9036,0,0,0.36051938059209154
9037,0,0,0.2865159567857561
9038,0,0,0.4505173331829139
9039,0,0,0.4954861918917855
9040,0,0,0.29630669765816503
9041,0,1,0.7140117026754458
9043,0,0,0.44767180791118916
9044,0,0,0.20248475678809227
9045,0,1,0.5155403219541828
9046,0,0,0.2406009355677737
9018,0,0,0.3059317781662196
9017,0,0,0.3750362683690555
9016,0,0,0.23990549810889253
9001,0,1,0.5829682763930049
8989,0,0,0.47683982408049297
8990,0,1,0.637626992217055
8991,0,0,0.46227677973866466
8992,0,0,0.1062251093963336
8993,0,0,0.21757249322435007
8994,0,0,0.17445612905851848
8995,0,0,0.3932342518587512
8996,0,0,0.2723643505308171
8997,0,0,0.42569376221744054
8998,0,0,0.22444381242930844
8999,0,0,0.1841110329769556
9000,0,1,0.6678591859495124
9002,0,1,0.6487675337993161
9015,0,1,0.65995596262867
9003,0,1,0.6324413524887361
9004,0,1,0.5865068122841525
9005,0,0,0.4941173728208493
9006,0,0,0.45854316768928
9007,0,1,0.6190814678599701
9008,0,0,0.4910015110220073
9009,0,0,0.08896317359034214
9010,0,0,0.44742352713380007
9011,0,1,0.7304627904944856
9012,0,0,0.41784120534018027
9013,0,1,0.688889614041164
9014,0,1,0.5294435736064247
8924,0,0,0.287456651852026
8923,0,0,0.18779809066291475
8921,0,0,0.4221451062404748
8920,0,1,0.6641357692136233
8825,0,0,0.12278434283227557
8826,0,1,0.6228805039415785
8827,0,0,0.22646110478196624
8828,0,0,0.33587624884710987
8829,0,1,0.885782976434473
8830,0,0,0.17643764430473519
8831,0,1,0.6978626263456117
8832,0,1,0.7709686276700491
8833,0,0,0.17282032039084852
8834,0,1,0.9021837348833068
8835,0,1,0.5158969693972094
8836,0,0,0.2535919098568462
8837,0,1,0.6891670042081504
8838,0,1,0.6343154860611706
8839,0,1,0.6774903351322449
8840,0,1,0.8256869306746357
8841,0,1,0.593100068222212
7880,0,1,0.5969904797253419
8843,0,0,0.21364984707259885
8844,0,0,0.4321392892332874
8845,0,0,0.32614569246737485
8846,0,0,0.20030125227671874
8847,0,1,0.7444000214812152
8848,0,0,0.3577717228488828
8849,0,0,0.2805304911311764
8850,0,1,0.6469172695619697
8851,0,1,0.7567691460331167
8824,0,0,0.16365572053532654
8823,0,0,0.3962369450203979
8821,0,1,0.6596323310897592
8805,0,0,0.36124601837871817
8792,0,0,0.06421046973551084
8793,0,0,0.09847490490511092
8794,0,0,0.46686360930731696
8795,0,0,0.4491803269193362
8796,0,0,0.1298697395631886
8797,0,0,0.2827089869454456
8798,0,0,0.14925002105625262
8799,0,0,0.17184989004665915
8800,0,0,0.08880823987961725
8801,0,1,0.72717598820692
8802,0,0,0.4745655158387372
8804,0,0,0.18677673391365315
8806,0,0,0.12403452557847082
8820,0,0,0.18499543503495838
8807,0,1,0.740531504628004
8808,0,0,0.3322261122123902
8809,0,1,0.5692309574777411
8810,0,1,0.6693849416922223
8811,0,1,0.6308649404017078
8812,0,0,0.3103009257607417
8814,0,0,0.3636702544566265
8815,0,0,0.42242421651923956
8816,0,0,0.4760700529989012
8817,0,0,0.3434889136812673
8818,0,0,0.3513199817835461
